query,error,timestamp,profilePictureUrl,username,profileUrl,comment,likeCount,replyCount,commentDate,commentId,ownerId
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/265699748_421813809690145_3211789450061318792_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=Hgc_3i5g7wMAX83XBOX&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBKD2ovUInOmwJdj9IPSopJkqii7g8BZXv_ivHGDPb5cg&oe=6559D202&_nc_sid=10d13b,fabbeautyboss,https://www.instagram.com/fabbeautyboss,Incredible formula,2,1,2023-10-23T00:43:43.000Z,18005189462101115,16618846458
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/297380906_6399096156773583_2458762359166797152_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=sT4Q1P5TuAgAX9BxOYQ&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDkbGd3Nr1hiGlxovvBYdmLkn9Kt_CgADR7e172XzZnxw&oe=6559669B&_nc_sid=10d13b,leighannesheila,https://www.instagram.com/leighannesheila,This is such an amazing concealer! I'm OBSESSED 😍,1,0,2023-10-23T08:44:10.000Z,17986993043242084,566386229
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/331259254_551400023430242_4838433306551265150_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=E4y7wvWjm5MAX8ZEMdo&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDIZwJvNaZb974gbmFlKeZH59iFdXBxIUSbOUB9uuFxpQ&oe=6559D4B6&_nc_sid=10d13b,__nasrinsobhani,https://www.instagram.com/__nasrinsobhani,😍😍😍😍,0,0,2023-10-23T04:20:49.000Z,17968209668497380,7666489525
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/327271517_1129298317747321_2026812181784238428_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=MLixkFUoWiMAX-UeyVg&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfCGJHhGNg9WrO-ZgX3GThlZJVd06FCdoYFpmVkYq0m3Xw&oe=65582026&_nc_sid=10d13b,sammarie_x,https://www.instagram.com/sammarie_x,yesss so excited to try it out 🔥🔥🔥🔥🔥,1,0,2023-10-23T00:19:04.000Z,17878396211967958,52369723747
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/401274015_667697515173960_232535916407452219_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=100&_nc_ohc=ssVn_8cm0KEAX9Cxk-2&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDiSQf9y1NK78YszoLszZf8XSc0vyprSYJtmeeBFjfRZg&oe=6558C965&_nc_sid=10d13b,setkohestan,https://www.instagram.com/setkohestan,💗,1,0,2023-10-23T00:08:46.000Z,18009744136983675,4738922472
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/394462804_703456134652623_8636359327300711983_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=M3Hcj9y40WoAX9ldzHN&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfA02ZZv6zwKxxx73Na3HUsAje8IS4cKoDWkqAHXQcVBFA&oe=65597C3E&_nc_sid=10d13b,maheenaqsaa,https://www.instagram.com/maheenaqsaa,,8,0,2023-10-23T13:47:37.000Z,17925545150790129,49823614473
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/340510226_1387468671825339_5881988100999771082_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=23A_XO3jIWEAX_MJ2Uv&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfAH0-zDN16mATKPo6f68dNLZcerHF3JjgphB_zEzK3GYg&oe=65590F94&_nc_sid=10d13b,flyingbubbless_,https://www.instagram.com/flyingbubbless_,#boycutisraelproduct,3,0,2023-10-23T12:14:44.000Z,18001864184291078,16706431661
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://instagram.fkno3-1.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.fkno3-1.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UYNa28BABeoAX-1v8vE&edm=ALNQrOcBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfCF9OcX8CdYAviT7hY3B4GqnuevLkWFedeLfWI8sGk9gA&oe=65596F8F&_nc_sid=ccd19d,sarah_hmshen,https://www.instagram.com/sarah_hmshen,,5,0,2023-10-23T13:40:11.000Z,18280796083152741,31524800438
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/292116407_514374807104381_2663153850403447183_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=87nXkDhuB-4AX_7zdR4&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBOkJeLEELxetyjDlzMYWE8kyg9Bl1kUlQ2BGLEwoUB7g&oe=6558AB3D&_nc_sid=10d13b,ahana_fizaa,https://www.instagram.com/ahana_fizaa,#boycottisraelproducts,9,0,2023-10-23T08:05:42.000Z,17896749110904710,9901500615
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/401477474_309472711929602_4426340990983354582_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=102&_nc_ohc=TDhCjKGwWRgAX-Zm9tE&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfDu__76VWPEC7JD5SqJ7Nqe7SwHeU_RAVz-FHttsR0KwQ&oe=6558FF7E&_nc_sid=10d13b,burak_ozcivit__12,https://www.instagram.com/burak_ozcivit__12,Bycott,3,0,2023-10-23T14:40:24.000Z,18058674859465562,43200444897
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/11375184_482125775298843_556839383_a.jpg?_nc_ht=scontent.cdninstagram.com&_nc_cat=103&_nc_ohc=wfKZz6nX-ugAX8_Cwtt&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD_kgp4nBDoF4XrwUdRvsCdmWFVUENCV505qTLKjUW8iw&oe=6558842B&_nc_sid=10d13b,_noora_ali_,https://www.instagram.com/_noora_ali_,#hudabeauty,14,0,2023-10-23T05:27:45.000Z,18241057951210689,1132455365
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/398819343_692771022807149_6250471828118143924_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=105&_nc_ohc=80lLr4vVBCwAX-T_rzr&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfA9on0-L0_tBqYbiNIXkKNsxjz43gfxXhNsDXk5-yKAhw&oe=6557F0E9&_nc_sid=10d13b,nepzbabe,https://www.instagram.com/nepzbabe,,29,3,2023-10-23T04:33:51.000Z,17908553585771518,1689871014
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/399474000_888717448918180_961150966547056190_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=104&_nc_ohc=-a_qZvYcNQYAX9P3HMd&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBPtoec6Y6ADAadG2fg-rLQE5IMnZYeqKGxSVitLeAqgA&oe=65596962&_nc_sid=10d13b,gugu.naa,https://www.instagram.com/gugu.naa,,4,0,2023-10-23T15:16:37.000Z,18002985335118322,34259424182
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/378987380_759260146006508_870644258764850186_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=108&_nc_ohc=AuQXSk6G3c0AX-Mv9Iv&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfBis2vjKdBnurAlz3WU7nf3o1kMxs6WH7_l0N4qBc-FEA&oe=655822A9&_nc_sid=10d13b,kawabuko,https://www.instagram.com/kawabuko,Skin that feels like skin even after bombs drop on your skin,2,0,2023-10-23T16:05:00.000Z,17995678598332520,44289555036
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:12.401Z,https://scontent.cdninstagram.com/v/t51.2885-19/279178061_488790656273089_6522495396666747267_n.jpg?stp=dst-jpg_s150x150&_nc_ht=scontent.cdninstagram.com&_nc_cat=101&_nc_ohc=KexR1zHFg1QAX9W6dth&edm=APs17CUBAAAA&ccb=7-5&oh=00_AfD4imUqMhf9M0k0CngjFbTu84jngQh2KomU0VqkoBGGRQ&oe=6557E2B9&_nc_sid=10d13b,figafauziah,https://www.instagram.com/figafauziah,@hudabeauty 🥰❤️‍🔥❤️‍🩹,13,0,2023-10-23T01:13:29.000Z,18021575266761135,4683661002
https://www.instagram.com/p/CyuHYghPOvE/?igshid=Y2NkYjk0MDhjYg==,,2023-11-14T22:01:13.308Z,https://instagram.ffjr1-6.fna.fbcdn.net/v/t51.2885-19/44884218_345707102882519_2446069589734326272_n.jpg?_nc_ht=instagram.ffjr1-6.fna.fbcdn.net&_nc_cat=1&_nc_ohc=UYNa28BABeoAX-hqKKb&edm=AGqCYasBAAAA&ccb=7-5&ig_cache_key=YW5vbnltb3VzX3Byb2ZpbGVfcGlj.2-ccb7-5&oh=00_AfBb6HMI1QFAkBgjBzjVUA2PpOM4p-dBDqRjckStog8j2w&oe=65596F8F&_nc_sid=6c5dea,ashleyhansel009,https://www.instagram.com/ashleyhansel009,Boycottisraelproducts,12,0,2023-10-23T14:18:54.000Z,18034672027542946,48373632040
